id,name,type,zone_min,zone_max,sun,soils,water,goals,harvest,traits,notes,partner,query,life_cycle,horizon,days_to_maturity_min,days_to_maturity_max,first_output_years_min,first_output_years_max,full_output_years_min,full_output_years_max,productive_lifespan_years_min,productive_lifespan_years_max,mature_height_ft_min,mature_height_ft_max,mature_spread_ft_min,mature_spread_ft_max,spacing_plant_ft_min,spacing_plant_ft_max,spacing_row_ft_min,spacing_row_ft_max,spacing_area_sqft_min,spacing_area_sqft_max,plants_per_100_sqft_min,plants_per_100_sqft_max,planting_depth_in_min,planting_depth_in_max,planting_depth_kind,planting_depth_note,planting_depth_confidence,container_min_gallons,container_suitability,container_note,container_confidence,deer_resistance,deer_resistance_label,deer_resistance_confidence,deer_resistance_note,juglone_tolerance,juglone_tolerance_label,juglone_tolerance_confidence,juglone_tolerance_note,output_kind,output_unit,output_min,output_max,yield_lbs_unit,yield_lbs_min,yield_lbs_max,yield_lbs_confidence,yield_lbs_method,ten_year_yield_lbs_min,ten_year_yield_lbs_max,harvest_window_weeks_min,harvest_window_weeks_max,difficulty_score,reliability_score,maintenance_score,multi_use_score,risk_level,data_confidence,data_method,metric_source_keys,metric_notes,last_reviewed
black-ice-plum,Black Ice plum,fruit tree,3a,8a,full,loam; clay,medium,fruit; curb-appeal,dark plums in midsummer,very cold-hardy plum; large dessert fruit,Needs a compatible American or hybrid plum nearby for best set.,starkbros,Black Ice plum tree,woody perennial,Long horizon,,,4,5,6,8,12,20,12,20,12,20,14,20,20,25,280,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,75,120,lb/plant/year,75,120,medium,direct pound yield from crop metric source,375,600,2,5,3,3,4,2,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.",2026-05-31
satsuma-plum,Satsuma plum,fruit tree,6a,9a,full,loam; clay,medium,fruit; curb-appeal,red-fleshed plums in summer,red flesh; productive Japanese plum,Pair with another Japanese-type plum for pollination and thin crops well.,starkbros,Satsuma plum tree,woody perennial,Long horizon,,,4,5,6,8,12,20,12,20,12,20,14,20,20,25,280,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,75,120,lb/plant/year,75,120,medium,direct pound yield from crop metric source,375,600,2,5,3,3,4,2,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.",2026-05-31
elephant-heart-plum,Elephant Heart plum,fruit tree,5a,9a,full,loam; clay,medium,fruit; curb-appeal,large red-fleshed plums in late summer,rich red flesh; large dessert plum,Benefits from a compatible Japanese-type pollinizer and warm ripening weather.,starkbros,Elephant Heart plum tree,woody perennial,Long horizon,,,4,5,6,8,12,20,12,20,12,20,14,20,20,25,280,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,75,120,lb/plant/year,75,120,medium,direct pound yield from crop metric source,375,600,2,5,3,3,4,2,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.",2026-05-31
fall-gold-raspberry,Fall Gold raspberry,berry cane,4a,8a,full,loam,medium,fruit,yellow raspberries in late summer and fall,everbearing yellow raspberry; sweet mild flavor,Cut canes to the ground for simple fall-only production.,starkbros,Fall Gold raspberry plants,cane perennial,Medium horizon,,,1,2,2,3,8,15,4,6,2,4,2,3,8,10,16,30,3.3,6.3,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,occasionally-damaged,Occasionally damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,2,6,lb/plant/year,2,6,medium,direct pound yield from crop metric source,18,54,2,5,3,4,4,1,moderate,medium,bramble template,umd-brambles; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,,2026-05-31
joan-j-raspberry,Joan J raspberry,berry cane,4a,8a,full,loam,medium,fruit,large thornless red raspberries in summer to fall,thornless primocane raspberry; large berries,Keep rows narrow and remove spent canes to improve airflow.,starkbros,Joan J raspberry plants,cane perennial,Medium horizon,,,1,2,2,3,8,15,4,6,2,4,2,3,8,10,16,30,3.3,6.3,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,occasionally-damaged,Occasionally damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,2,6,lb/plant/year,2,6,medium,direct pound yield from crop metric source,18,54,8,14,3,4,4,1,moderate,medium,bramble template,umd-brambles; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,,2026-05-31
apache-blackberry,Apache blackberry,berry cane,5a,9a,full,loam,medium,fruit,large thornless blackberries in summer,thornless upright cane; large firm berries,A strong thornless blackberry for warm regions with trellis support.,starkbros,Apache blackberry plants,cane perennial,Medium horizon,,,1,2,2,3,8,15,4,8,2,4,3,4,8,10,24,40,2.5,4.2,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,occasionally-damaged,Occasionally damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,5,15,lb/plant/year,5,15,medium,direct pound yield from crop metric source,45,135,3,8,3,4,4,1,moderate,medium,bramble template,umd-brambles; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,,2026-05-31
chester-blackberry,Chester blackberry,berry cane,5a,8a,full,loam,medium,fruit,late thornless blackberries,cold-hardy thornless cane; late harvest window,Useful for extending blackberry season after early thornless types finish.,starkbros,Chester blackberry plants,cane perennial,Medium horizon,,,1,2,2,3,8,15,4,8,2,4,3,4,8,10,24,40,2.5,4.2,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,occasionally-damaged,Occasionally damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,5,15,lb/plant/year,5,15,medium,direct pound yield from crop metric source,45,135,2,5,3,4,4,1,moderate,medium,bramble template,umd-brambles; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,,2026-05-31
boysenberry,Boysenberry,berry cane,6a,9a,full,loam,medium,fruit,soft dark berries in early summer,complex tart-sweet flavor; trailing bramble,Best in mild climates with trellis support and winter cane protection where needed.,raintree,boysenberry plants,cane perennial,Medium horizon,,,1,2,2,3,8,15,4,8,2,4,2,4,8,10,16,40,2.5,6.3,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers improve moisture buffering at maturity.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,2,10,lb/plant/year,2,10,medium,direct pound yield from crop metric source,18,90,2,5,3,4,4,1,moderate,medium,bramble template,umd-brambles; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut; ncsu-plant-toolbox,,2026-05-31
loganberry,Loganberry,berry cane,6a,10a,full,loam,medium,fruit,red-purple berries in early summer,tart bramble fruit; excellent preserves,"A trailing bramble that appreciates mild winters, good trellising, and even moisture.",raintree,loganberry plants,cane perennial,Medium horizon,,,1,2,2,3,8,15,4,8,2,4,2,4,8,10,16,40,2.5,6.3,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers improve moisture buffering at maturity.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,2,10,lb/plant/year,2,10,medium,direct pound yield from crop metric source,18,90,2,5,3,4,4,1,moderate,medium,bramble template,umd-brambles; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut; ncsu-plant-toolbox,,2026-05-31
tayberry,Tayberry,berry cane,5b,9a,full,loam,medium,fruit,large red-purple berries in early summer,raspberry-blackberry hybrid; intense aromatic flavor,Protect canes in colder sites and train to a trellis for easier picking.,raintree,tayberry plants,cane perennial,Medium horizon,,,1,2,2,3,8,15,4,8,2,4,3,4,8,10,24,40,2.5,4.2,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,occasionally-damaged,Occasionally damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,5,15,lb/plant/year,5,15,medium,direct pound yield from crop metric source,45,135,2,5,3,4,4,1,moderate,medium,bramble template,umd-brambles; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,,2026-05-31
tristar-strawberry,Tristar day-neutral strawberry,berry perennial,4a,8a,full,loam,medium,fruit,berries from spring into fall,day-neutral harvest; good container option,Renew plantings regularly and keep runners managed for steady fruit size.,starkbros,Tristar strawberry plants,herbaceous perennial,Fast-bearing perennial,,,0,1,1,2,3,5,0.5,1,1,2,1,1.5,3,4,3,6,16.7,33.3,0,0,crown,Set the crown at soil level; burying the crown can rot the plant.,high,2,good,Use 2+ gal per plant or a wider trough with crowns at soil level.,medium,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,0.75,2,lb/plant/year,0.75,2,medium,direct pound yield from crop metric source,7.6,19,2,14,2,3,3,1,moderate,medium,strawberry and small berry perennial template,umn-strawberry; usu-strawberry-yield; ncsu-plant-toolbox; kstate-herbaceous-spacing; umn-strawberry-planting; umd-container-sizes; rutgers-deer-resistance; psu-juglone-black-walnut,,2026-05-31
ozark-beauty-strawberry,Ozark Beauty strawberry,berry perennial,4a,8a,full,loam,medium,fruit,everbearing strawberries in summer and fall,classic everbearing type; adaptable backyard berry,Mulch to protect crowns and keep fruit clean.,starkbros,Ozark Beauty strawberry plants,herbaceous perennial,Fast-bearing perennial,,,0,1,1,2,3,5,0.5,1,1,2,1,1.5,3,4,3,6,16.7,33.3,0,0,crown,Set the crown at soil level; burying the crown can rot the plant.,high,2,good,Use 2+ gal per plant or a wider trough with crowns at soil level.,medium,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,0.75,2,lb/plant/year,0.75,2,medium,direct pound yield from crop metric source,7.6,19,2,14,2,3,3,1,moderate,medium,strawberry and small berry perennial template,umn-strawberry; usu-strawberry-yield; ncsu-plant-toolbox; kstate-herbaceous-spacing; umn-strawberry-planting; umd-container-sizes; rutgers-deer-resistance; psu-juglone-black-walnut,,2026-05-31
